Drug.Name,Synonyms,ChEMBL ID,IDs,referenced_datasets,MOA,repurposing_target,Indication,Disease Area,Phase(RepHub),merge_issues,Type,Phase(ChEMBL),Inchi Key,SMILES
AZD6482,AZD6482,CHEMBL2165191,BRD:BRD-BRD-K58772419-001-07-0;BRD:BRD-K58772419-001-07-0;CTRP:639390;GDSC1:1066;GDSC1:156;GDSC2:2169,ctrp;gdsc;rep_multi_dose;rep_primary;rep_single_dose,PI3K INHIBITOR,PIK3CA;PIK3CB;PIK3CD;PIK3CG,,,PHASE 1,,Small molecule,Phase 2,IRTDIKMSKMREGO-OAHLLOKOSA-N,C[C@@H](NC1CCCCC1C(O)=O)C1CC(C)CN2C1NC(CC2=O)N1CCOCC1;CC1CC([C@@H](C)NC2CCCCC2C(=O)O)C2NC(N3CCOCC3)CC(=O)N2C1
CERALASERTIB,AZD6738;CERALASERTIB,CHEMBL4285417,BRD:BRD-A36013532-001-01-3;BRD:BRD-BRD-A36013532-001-01-3;GDSC2:1917,gdsc;oncref_1;rep_primary;rep_single_dose,INHIBITOR OF ATR KINASE,ATR,,,PHASE 1/PHASE 2,"Multiple values for MOA: {'ATR KINASE INHIBITOR', 'INHIBITOR OF ATR KINASE'}, defaulting to 'INHIBITOR OF ATR KINASE'",Small molecule,Phase 3,OHUHVTCQTUDPIJ-JYCIKRDWSA-N,C[C@@H]1COCCN1C1CC(C2([S@](C)(=N)=O)CC2)NC(-C2CC[NH]C3NCCC2-3)N1;C[C@@H]1COCCN1C1CC(NC(N1)-C1CCNC2[NH]CCC12)C1(CC1)S(C)(=N)=O
AZD6765,AZD6765,CHEMBL467084,BRD:BRD-A94033181-001-01-4;BRD:BRD-BRD-A94033181-001-01-4,rep_primary;rep_single_dose,GLUTAMATE RECEPTOR ANTAGONIST,GRIN1,,,PHASE 2,,Small molecule,Phase 2,FWUQWDCOOWEXRY-ZDUSSCGKSA-N,N[C@@H](CC1CCCCN1)C1CCCCC1;NC(CC1CCCCN1)C1CCCCC1
AZD7545,AZD7545,,BRD:BRD-A87435144-001-01-6;BRD:BRD-BRD-A87435144-001-01-6;CTRP:411814,ctrp;rep_primary;rep_single_dose,PYRUVATE DEHYDROGENASE KINASE INHIBITOR,PDK1,,,PHASE 1,,,NA,,CN(C)C(=O)C1CCC(CC1)S(=O)(=O)C1CCC(NC(=O)C(C)(O)C(F)(F)F)C(CL)C1
AZD7594,AZD7594,CHEMBL3666807,BRD:BRD-K00003100-001-01-9,rep_single_dose,GLUCOCORTICOID RECEPTOR MODULATOR,,,,,,Small molecule,Phase 2,ZZWJKLGCDHYVMB-BWGXUDETSA-N,C[C@H](NC(=O)C(C)(F)F)[C@H](OC1CCC2C(CNN2-C2CCCC(C(=O)N[C@@H]3CCOC3)C2)C1)C1CCC2C(C1)OCCO2
AZD7687,AZD7687,CHEMBL4297354,BRD:BRD-BRD-K31495718-001-01-1;BRD:BRD-K31495718-001-01-1,rep_primary;rep_single_dose,DIACYLGLYCEROL O ACYLTRANSFERASE INHIBITOR,DGAT1,,,PHASE 1,,Small molecule,Phase 1,YXFNPRHZMOGREC-UHFFFAOYSA-N,CC1NC(C)C(-C2CCC(C3CCC(CC(=O)O)CC3)CC2)NC1C(N)=O;CC1NC(C)C(NC1C(N)=O)-C1CCC(CC1)[C@H]1CC[C@H](CC(O)=O)CC1
AZD7762,AZD7762,CHEMBL2041933,BRD:BRD-BRD-K86525559-001-04-5;BRD:BRD-BRD-K86525559-001-07-8;BRD:BRD-K86525559-001-04-5;BRD:BRD-K86525559-001-07-8;BRD:BRD-K86525559-003-11-9;CTRP:660777;GDSC1:1022;GDSC2:1022,ctrp;gdsc;oncref_1;rep_multi_dose;rep_primary;rep_single_dose,INHIBITOR OF CHEK1,CHEK1;CHEK2,,,PHASE 1,"Multiple values for MOA: {'INHIBITOR OF CHEK1', 'CHK INHIBITOR'}, defaulting to 'INHIBITOR OF CHEK1'
Multiple values for repurposing_target: {'CHEK1;CHEK2', 'CHEK1'}, taking the union",Small molecule,Phase 1,IAYGCINLNONXHY-LBPRGKRZSA-N,NC(=O)NC1CC(-C2CCCC(F)C2)SC1C(=O)N[C@H]1CCCNC1;NC(=O)NC1CC(SC1C(=O)N[C@H]1CCCNC1)-C1CCCC(F)C1
AZD7986,AZD7986,CHEMBL3900409,BRD:BRD-K00003398-001-01-9,rep_single_dose,DIPEPTIDYL PEPTIDASE INHIBITOR,,,,,,Small molecule,Phase 3,AEXFXNFMSAAELR-RXVVDRJESA-N,CN1C(=O)OC2CCC(-C3CCC(C[C@@H](C#N)NC(=O)[C@@H]4CNCCCO4)CC3)CC21
AZD8055,AZD8055,CHEMBL1801204,BRD:BRD-BRD-K69932463-001-10-6;BRD:BRD-K69932463-001-10-6;CTRP:609639;GDSC1:1059;GDSC2:1059,ctrp;gdsc;rep_multi_dose;rep_primary;rep_single_dose,MTOR INHIBITOR,MTOR,,,PHASE 1,,Small molecule,Phase 1,KVLFRAWTRWDEDF-IRXDYDNUSA-N,COC1CCC(-C2CCC3C(N4CCOC[C@@H]4C)NC(N4CCOC[C@@H]4C)NC3N2)CC1CO;COC1CCC(CC1CO)-C1CCC2C(NC(NC2N1)N1CCOC[C@@H]1C)N1CCOC[C@@H]1C
AZD8186,AZD8186,CHEMBL3408248,BRD:BRD-BRD-K47289408-001-01-5;BRD:BRD-K47289408-001-01-5;GDSC2:1918,gdsc;rep_primary;rep_single_dose,PI3K INHIBITOR,PIK3CB;PIK3CD,,,PHASE 1,,Small molecule,Phase 1,LMJFJIDLEAWOQJ-CQSZACIVSA-N,C[C@@H](NC1CC(F)CC(F)C1)C1CC(C(=O)N(C)C)CC2C(=O)CC(N3CCOCC3)OC12;C[C@@H](NC1CC(F)CC(F)C1)C1CC(CC2C1OC(CC2=O)N1CCOCC1)C(=O)N(C)C
AZD8329,AZD8329,,BRD:BRD-K00091077-001-01-9,rep_single_dose,,,,,,,,NA,,
AZD8330,AZD8330,CHEMBL3182621,BRD:BRD-BRD-K37687095-001-06-9;BRD:BRD-K37687095-001-06-9,rep_multi_dose;rep_primary;rep_single_dose,MEK INHIBITOR,MAP3K1,,,PHASE 1,,Small molecule,Phase 1,RWEVIPRMPFNTLO-UHFFFAOYSA-N,CC1CC(C(=O)NOCCO)C(NC2CCC(I)CC2F)N(C)C1=O
AZD8797,AZD8797,,BRD:BRD-K03336321-001-02-9,rep_single_dose,CC CHEMOKINE RECEPTOR ANTAGONIST,,,,,,,NA,,
AZD8835,AZD8835,CHEMBL3894518,BRD:BRD-BRD-K82894950-001-01-0;BRD:BRD-K82894950-001-01-0,rep_primary;rep_single_dose,PI3K INHIBITOR,PIK3CA;PIK3CD,,,PHASE 1,,Small molecule,Phase 1,ZGRDYKFVDCFJCZ-UHFFFAOYSA-N,CCN1NC(C2CCN(C(=O)CCO)CC2)NC1-C1CNC(N)C(-C2NNC(C(C)(C)C)O2)N1;CCN1NC(NC1-C1CNC(N)C(N1)-C1NNC(O1)C(C)(C)C)C1CCN(CC1)C(=O)CCO
AZD8931,AZD8931,CHEMBL2408045,BRD:BRD-BRD-K98572433-001-02-9;BRD:BRD-K98572433-001-02-9;GDSC2:1549,gdsc;rep_multi_dose;rep_primary;rep_single_dose,EGFR INHIBITOR,EGFR;ERBB2;ERBB3,,,PHASE 2,,Small molecule,Phase 2,DFJSJLGUIXFDJP-UHFFFAOYSA-N,CNC(=O)CN1CCC(CC1)OC1CC2C(NC3CCCC(CL)C3F)NCNC2CC1OC;CNC(=O)CN1CCC(OC2CC3C(NC4CCCC(CL)C4F)NCNC3CC2OC)CC1
AZD9056,AZD9056,CHEMBL3545108,BRD:BRD-K13699028-003-02-9,rep_single_dose,PURINERGIC RECEPTOR ANTAGONIST,,,,,,Small molecule,Phase 2,HSQAARMBHJCUOK-UHFFFAOYSA-N,O=C(NCC12CC3CC(CC(C3)C1)C2)C1CC(CCCNCCCO)CCC1CL
AZD9272,AZD9272,,BRD:BRD-BRD-K61043483-001-01-5;BRD:BRD-K61043483-001-01-5,rep_primary;rep_single_dose,GLUTAMATE RECEPTOR ANTAGONIST,GRM5,,,PRECLINICAL,,,NA,,FC1CCC(NC1)-C1NOC(N1)-C1CC(F)CC(C1)C#N
AZD9291,AZD9291,CHEMBL3353410,GDSC2:1919,gdsc,,,,,,,Small molecule,Approved,DUYJMQONPNNFPI-UHFFFAOYSA-N,C=CC(=O)NC1CC(NC2NCCC(-C3CN(C)C4CCCCC34)N2)C(OC)CC1N(C)CCN(C)C
AZD9496,AZD9496,CHEMBL3623004,BRD:BRD-BRD-K73235735-001-02-7;BRD:BRD-K73235735-001-02-7,rep_primary;rep_single_dose,ESTROGEN RECEPTOR AGONIST,ESR1,,,PHASE 1,,Small molecule,Phase 1,DFBDRVGWBHBJNR-BBNFHIFMSA-N,C[C@@H]1CC2C([NH]C3CCCCC23)[C@@H](C2C(F)CC(/C=C/C(=O)O)CC2F)N1CC(C)(C)F;C[C@@H]1CC2C([NH]C3CCCCC23)[C@H](N1CC(C)(C)F)C1C(F)CC(\C=C\C(O)=O)CC1F
AZD9668,AZD9668,CHEMBL3617964,BRD:BRD-BRD-K31476763-001-01-5;BRD:BRD-K31476763-001-01-5,rep_multi_dose;rep_primary;rep_single_dose,ELASTASE INHIBITOR,ELANE,,,PHASE 2,,Small molecule,Phase 2,QNQZWEGMKJBHEM-UHFFFAOYSA-N,CC1C(-C2CCNN2C)CC(C(=O)NCC2CCC(S(C)(=O)=O)CN2)C(=O)N1-C1CCCC(C(F)(F)F)C1;CC1C(CC(C(=O)NCC2CCC(CN2)S(C)(=O)=O)C(=O)N1-C1CCCC(C1)C(F)(F)F)-C1CCNN1C
AZELAIC-ACID,AZELAIC-ACID,,BRD:BRD-BRD-K08976401-001-18-5;BRD:BRD-K08976401-001-18-5,rep_primary;rep_single_dose,TYROSINASE INHIBITOR,AKR1D1;SRD5A2;TYR,ROSACEA,,LAUNCHED,,,NA,,OC(=O)CCCCCCCC(O)=O
AZELASTINE,AZELASTINE,CHEMBL639,BRD:BRD-A68888262-003-15-1;BRD:BRD-BRD-A68888262-003-15-1,rep_primary;rep_single_dose,HISTAMINE RECEPTOR ANTAGONIST,HRH1,CONJUNCTIVITIS,,LAUNCHED,,Small molecule,Approved,MBUVEWMHONZEQD-UHFFFAOYSA-N,CN1CCCC(CC1)N1NC(CC2CCC(CL)CC2)C2CCCCC2C1=O;CN1CCCC(N2NC(CC3CCC(CL)CC3)C3CCCCC3C2=O)CC1
AZELIRAGON,AZELIRAGON,CHEMBL3989929,BRD:BRD-BRD-K51899933-001-02-6;BRD:BRD-K51899933-001-02-6,rep_primary;rep_single_dose,RAGE RECEPTOR ANTAGONIST,AGER,,,PHASE 3,,Small molecule,Phase 3,KJNNWYBAOPXVJY-UHFFFAOYSA-N,CCCCC1NC(-C2CCC(OCCCN(CC)CC)CC2)CN1-C1CCC(OC2CCC(CL)CC2)CC1;CCCCC1NC(CN1-C1CCC(OC2CCC(CL)CC2)CC1)-C1CCC(OCCCN(CC)CC)CC1
AZELNIDIPINE,AZELNIDIPINE,CHEMBL1275868,BRD:BRD-A01098288-001-02-9;BRD:BRD-BRD-A01098288-001-02-9,rep_primary;rep_single_dose,CALCIUM CHANNEL BLOCKER,CACNA1C,HYPERTENSION,,LAUNCHED,,Small molecule,Phase 3,ZKFQEACEUNWPMT-UHFFFAOYSA-N,CC(C)OC(=O)C1=C(C)NC(N)=C(C1C1CCCC(C1)[N+]([O-])=O)C(=O)OC1CN(C1)C(C1CCCCC1)C1CCCCC1;CC1=C(C(=O)OC(C)C)C(C2CCCC([N+](=O)[O-])C2)C(C(=O)OC2CN(C(C3CCCCC3)C3CCCCC3)C2)=C(N)N1
AZILSARTAN,AZILSARTAN,CHEMBL57242,BRD:BRD-BRD-K81074237-001-02-3;BRD:BRD-K81074237-001-02-3,rep_multi_dose;rep_primary;rep_single_dose,ANGIOTENSIN RECEPTOR ANTAGONIST,AGTR1;AGTR2,HYPERTENSION,,LAUNCHED,,Small molecule,Phase 3,KGSXMPPBFPAXLY-UHFFFAOYSA-N,CCOC1NC2CCCC(C(=O)O)C2N1CC1CCC(-C2CCCCC2-C2NOC(=O)[NH]2)CC1;CCOC1NC2CCCC(C(O)=O)C2N1CC1CCC(CC1)-C1CCCCC1-C1NC(=O)O[NH]1
AZILSARTAN-MEDOXOMIL,AZILSARTAN-MEDOXOMIL,,BRD:BRD-BRD-K25723200-001-02-7;BRD:BRD-K25723200-001-02-7,rep_primary;rep_single_dose,ANGIOTENSIN RECEPTOR ANTAGONIST,AGTR1;AGTR2,HYPERTENSION,,LAUNCHED,,,NA,,CCOC1NC2CCCC(C(=O)OCC3OC(=O)OC3C)C2N1CC1CCC(CC1)-C1CCCCC1-C1NC(=O)O[NH]1
AZIMILIDE,AZIMILIDE,CHEMBL123558,BRD:BRD-BRD-K38913877-300-01-9;BRD:BRD-K38913877-300-01-9,rep_primary;rep_single_dose,POTASSIUM CHANNEL BLOCKER,KCNA5;KCNE1;KCNH2;KCNQ1,,,PHASE 3,,Small molecule,Phase 3,MREBEPTUUMTTIA-PCLIKHOPSA-N,CN1CCN(CCCCN2C(=O)CN(/N=C/C3CCC(-C4CCC(CL)CC4)O3)C2=O)CC1;CN1CCN(CCCCN2C(=O)CN(\N=C\C3CCC(O3)-C3CCC(CL)CC3)C2=O)CC1
AZITHROMYCIN,AZITHROMYCIN,CHEMBL529,BRD:BRD-BRD-K74501079-001-18-1;BRD:BRD-K74501079-001-18-1,rep_multi_dose;rep_primary;rep_single_dose,BACTERIAL 50S RIBOSOMAL SUBUNIT INHIBITOR,MLNR,"PELVIC INFLAMMATORY DISEASE, PNEUMONIA",,LAUNCHED,,Small molecule,Approved,MQTOSJVFKKJCRP-BICOPXKESA-N,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O;CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O
AZLOCILLIN,AZLOCILLIN,CHEMBL1537,BRD:BRD-A46717658-236-02-5;BRD:BRD-BRD-A46717658-236-02-5,rep_primary;rep_single_dose,BACTERIAL CELL WALL SYNTHESIS INHIBITOR,,"GRAM-POSITIVE BACTERIAL INFECTIONS, GRAM-NEGATIVE BACTERIAL INFECTIONS",,LAUNCHED,,Small molecule,Approved,JTWOMNBEOCYFNV-NFFDBFGFSA-N,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCNC3=O)C3CCCCC3)C(=O)N2[C@H]1C(=O)O;CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCNC3=O)C3CCCCC3)C(=O)N2[C@H]1C(O)=O;CC1(C)SC2C(NC(=O)[C@H](NC(=O)N3CCNC3=O)C3CCCCC3)C(=O)N2C1C(O)=O
AZM-475271,AZM-475271,CHEMBL3545150,BRD:BRD-K51329597-001-02-9,rep_single_dose,SRC INHIBITOR,SRC,,,,,Small molecule,Phase 2,,
AZODICARBONAMIDE,AZODICARBONAMIDE,,BRD:BRD-BRD-K87036601-001-01-6;BRD:BRD-K87036601-001-01-6,rep_multi_dose;rep_primary;rep_single_dose,DNA SYNTHESIS INHIBITOR,,,,PHASE 2,,,NA,,NC(=O)\N=N\C(N)=O
AZOMYCIN-(2-NITROIMIDAZOLE),AZOMYCIN-(2-NITROIMIDAZOLE),,BRD:BRD-BRD-K26824830-001-02-0;BRD:BRD-K26824830-001-02-0,rep_multi_dose;rep_primary;rep_single_dose,PROTEIN SYNTHESIS INHIBITOR,,,,PRECLINICAL,,,NA,,[O-][N+](=O)C1NCC[NH]1
AZOSEMIDE,AZOSEMIDE,CHEMBL1097235,BRD:BRD-BRD-K68770713-001-01-8;BRD:BRD-K68770713-001-01-8,rep_primary;rep_single_dose,ELECTROLYTE REABSORPTION INHIBITOR,SLC12A1;SLC12A2,EDEMA,,LAUNCHED,,Small molecule,Phase 3,HMEDEBAJARCKCT-UHFFFAOYSA-N,NS(=O)(=O)C1CC(-C2NNN[NH]2)C(NCC2CCCS2)CC1CL
AZTREONAM,AZTREONAM,CHEMBL158,BRD:BRD-BRD-K62607865-001-09-7;BRD:BRD-K62607865-001-09-7,rep_multi_dose;rep_primary;rep_single_dose,BACTERIAL CELL WALL SYNTHESIS INHIBITOR,,"URINARY TRACT INFECTIONS, RESPIRATORY TRACT INFECTIONS, BACTERIAL SEPTICEMIA, SKIN INFECTIONS, INTRA-ABDOMINAL INFECTIONS, GYNECOLOGIC INFECTIONS",,LAUNCHED,,Small molecule,Approved,WZPBZJONDBGPKJ-VEHQQRBSSA-N,C[C@H]1[C@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)C2CSC(N)N2)C(=O)N1S(=O)(=O)O;C[C@H]1[C@H](NC(=O)C(=N/OC(C)(C)C(O)=O)\C2CSC(N)N2)C(=O)N1S(O)(=O)=O
B02,B02,,CTRP:122255,ctrp,,,,,,,,NA,,
BACAMPICILLIN,BACAMPICILLIN,CHEMBL1583,BRD:BRD-A41698174-003-12-0;BRD:BRD-BRD-A41698174-003-12-0,rep_primary;rep_single_dose,BACTERIAL CELL WALL SYNTHESIS INHIBITOR,,"GRAM-POSITIVE BACTERIAL INFECTIONS, GRAM-NEGATIVE BACTERIAL INFECTIONS",,LAUNCHED,,Small molecule,Approved,PFOLLRNADZZWEX-FFGRCDKISA-N,CCOC(=O)OC(C)OC(=O)[C@@H]1N2[C@H](SC1(C)C)[C@H](NC(=O)[C@H](N)C1CCCCC1)C2=O;CCOC(=O)OC(C)OC(=O)[C@@H]1N2C(=O)[C@@H](NC(=O)[C@H](N)C3CCCCC3)[C@H]2SC1(C)C
BADGE,BADGE,,BRD:BRD-A16694057-001-06-8;BRD:BRD-BRD-A16694057-001-06-8,rep_primary;rep_single_dose,PPAR RECEPTOR ANTAGONIST,PPARG,,,PRECLINICAL,,,NA,,CC(C)(C1CCC(OCC2CO2)CC1)C1CCC(OCC2CO2)CC1
BAFETINIB,BAFETINIB,CHEMBL206834,BRD:BRD-A75975749-001-01-4;BRD:BRD-BRD-A75975749-001-01-4,rep_multi_dose;rep_primary;rep_single_dose,"BCR-ABL KINASE INHIBITOR, LYN TYROSINE KINASE INHIBITOR",ABL1;BCR;LYN,,,PHASE 2,,Small molecule,Phase 2,ZGBAJMQHJDFTQJ-DEOSSOPVSA-N,CC1CCC(NC(=O)C2CCC(CN3CC[C@H](N(C)C)C3)C(C(F)(F)F)C2)CC1NC1NCCC(-C2CNCNC2)N1;CN(C)C1CCN(CC2CCC(CC2C(F)(F)F)C(=O)NC2CCC(C)C(NC3NCC(CN3)-C3CNCNC3)C2)C1
BAFILOMYCIN A1,BAFILOMYCIN A1,CHEMBL290814,CTRP:467037,ctrp,,,,,,,Small molecule,NA,XDHNQDDQEHDUTM-JQWOJBOSSA-N,CO/C1=C\C(C)=C\[C@@H](C)[C@@H](O)[C@@H](C)C/C(C)=C/C=C/[C@H](OC)[C@@H]([C@@H](C)[C@@H](O)[C@H](C)[C@@]2(O)C[C@@H](O)[C@H](C)[C@@H](C(C)C)O2)OC1=O
BAFILOMYCIN-A1,BAFILOMYCIN-A1,,BRD:BRD-K00010387-001-01-9,rep_single_dose,ATPASE INHIBITOR,,,,,,,NA,,
BAG-956,BAG-956,,BRD:BRD-BRD-K00652956-001-01-5;BRD:BRD-K00652956-001-01-5,rep_primary;rep_single_dose,PHOSPHOINOSITIDE DEPENDENT KINASE INHIBITOR,PIK3CG,,,PRECLINICAL,,,NA,,CC1NC2CNC3CCC(CC3C2N1-C1CCC(CC1)C(C)(C)C#N)C#CC1CCCNC1
BAICALEIN,BAICALEIN,CHEMBL8260,BRD:BRD-BRD-K72327355-001-14-7;BRD:BRD-K72327355-001-14-7,rep_multi_dose;rep_primary;rep_single_dose,LIPOXYGENASE INHIBITOR,ALOX5;GLO1;PREP;SELL;SELP;TNF;XDH,,,PRECLINICAL,,Small molecule,Phase 2,FXNFHKRTJBSTCS-UHFFFAOYSA-N,O=C1CC(-C2CCCCC2)OC2CC(O)C(O)C(O)C12;OC1CC2OC(CC(=O)C2C(O)C1O)-C1CCCCC1
BAICALIN,BAICALIN,CHEMBL485818,BRD:BRD-BRD-K49962337-001-01-1;BRD:BRD-BRD-K49962337-001-02-9;BRD:BRD-K49962337-001-01-1;BRD:BRD-K49962337-001-02-9,rep_multi_dose;rep_primary;rep_single_dose,BETA GLUCURONIDASE INHIBITOR,PREP,,,LAUNCHED,,Small molecule,NA,IKIIZLYTISPENI-ZFORQUDYSA-N,O[C@H]1[C@H](OC2CC3OC(CC(=O)C3C(O)C2O)-C2CCCCC2)O[C@@H]([C@@H](O)[C@@H]1O)C(O)=O;O=C(O)[C@H]1O[C@@H](OC2CC3OC(-C4CCCCC4)CC(=O)C3C(O)C2O)[C@H](O)[C@@H](O)[C@@H]1O
BAKUCHIOL,BAKUCHIOL,CHEMBL262344,BRD:BRD-BRD-K09785578-001-01-2;BRD:BRD-K09785578-001-01-2,rep_primary;rep_single_dose,DNA POLYMERASE INHIBITOR,HIF1A,,,PHASE 2,,Small molecule,Phase 1,LFYJSSARVMHQJB-QIXNEVBVSA-N,C=C[C@@](C)(/C=C/C1CCC(O)CC1)CCC=C(C)C;CC(C)=CCC[C@@](C)(C=C)\C=C\C1CCC(O)CC1
BALAGLITAZONE,BALAGLITAZONE,CHEMBL2103991,BRD:BRD-A00147595-001-01-5;BRD:BRD-BRD-A00147595-001-01-5,rep_primary;rep_single_dose,"INSULIN SENSITIZER, PPAR RECEPTOR PARTIAL AGONIST",PPARG,,,PHASE 3,,Small molecule,Phase 3,IETKPTYAGKZLKY-UHFFFAOYSA-N,CN1C(COC2CCC(CC3SC(=O)NC3=O)CC2)NC2CCCCC2C1=O
BALAPIRAVIR,BALAPIRAVIR,CHEMBL550936,BRD:BRD-BRD-K47976015-001-01-2;BRD:BRD-K47976015-001-01-2,rep_multi_dose;rep_primary;rep_single_dose,RNA POLYMERASE INHIBITOR,,,,PHASE 2,,Small molecule,Phase 2,VKXWOLCNTHXCLF-DXEZIKHYSA-N,CC(C)C(=O)OC[C@]1(O[C@H]([C@H](OC(=O)C(C)C)[C@@H]1OC(=O)C(C)C)N1CCC(N)NC1=O)N=[N+]=[N-];CC(C)C(=O)OC[C@@]1(N=[N+]=[N-])O[C@@H](N2CCC(N)NC2=O)[C@H](OC(=O)C(C)C)[C@@H]1OC(=O)C(C)C
BALICATIB,BALICATIB,CHEMBL371064,BRD:BRD-BRD-K27204852-001-01-9;BRD:BRD-K27204852-001-01-9,rep_primary;rep_single_dose,CATHEPSIN INHIBITOR,CTSK,,,PHASE 2,,Small molecule,Phase 2,LLCRBOWRJOUJAE-UHFFFAOYSA-N,CCCN1CCN(C2CCC(C(=O)NC3(C(=O)NCC#N)CCCCC3)CC2)CC1;CCCN1CCN(CC1)C1CCC(CC1)C(=O)NC1(CCCCC1)C(=O)NCC#N
BALOFLOXACIN,BALOFLOXACIN,CHEMBL1210954,BRD:BRD-A47790386-001-03-6;BRD:BRD-BRD-A47790386-001-03-6,rep_primary;rep_single_dose,BACTERIAL DNA GYRASE INHIBITOR,,GRAM-NEGATIVE BACTERIAL INFECTIONS,,LAUNCHED,,Small molecule,Unknown,MGQLHRYJBWGORO-UHFFFAOYSA-N,CNC1CCCN(C1)C1C(F)CC2C(C1OC)N(CC(C(O)=O)C2=O)C1CC1;CNC1CCCN(C2C(F)CC3C(=O)C(C(=O)O)CN(C4CC4)C3C2OC)C1
BALOVAPTAN,BALOVAPTAN,CHEMBL4297183,BRD:BRD-K00091279-001-01-9,rep_single_dose,,,,,,,Small molecule,Phase 3,GMPZPHGHNDMRKL-RZDIXWSQSA-N,CN1CC2CC(CL)CCC2-N2C(NNC2[C@H]2CC[C@H](OC3CCCCN3)CC2)C1
BALOXAVIR,BALOXAVIR,CHEMBL4297215,BRD:BRD-K00003496-001-01-9,rep_single_dose,ENDONUCLEASE INHIBITOR,,,,,,Small molecule,Phase 2,FIDLLEYNNRGVFR-CTNGQTDRSA-N,O=C1C2C(O)C(=O)CCN2N([C@@H]2C3CCCCC3SCC3C2CCC(F)C3F)[C@@H]2COCCN12
BALOXAVIR-MARBOXIL,BALOXAVIR-MARBOXIL,,BRD:BRD-K00003495-001-01-9,rep_single_dose,ENDONUCLEASE INHIBITOR,,,,,,,NA,,
BALSALAZIDE,BALSALAZIDE,CHEMBL1201346,BRD:BRD-BRD-K41410256-304-02-2;BRD:BRD-K41410256-304-02-2,rep_primary;rep_single_dose,CYCLOOXYGENASE INHIBITOR,ALOX5;PPARG;PTGS1;PTGS2,ULCERATIVE COLITIS,,LAUNCHED,,Small molecule,Approved,IPOKCKJONYRRHP-FMQUCBEESA-N,O=C(O)CCNC(=O)C1CCC(/N=N/C2CCC(O)C(C(=O)O)C2)CC1;OC(=O)CCNC(=O)C1CCC(CC1)N=NC1CCC(O)C(C1)C(O)=O
BAM7,BAM7,,BRD:BRD-BRD-K07442505-001-03-6;BRD:BRD-K07442505-001-03-6;GDSC1:552,gdsc;rep_multi_dose;rep_primary;rep_single_dose,BAX ACTIVATOR,BAX,,,PRECLINICAL,,,NA,,CCOC1CCCCC1N\N=C1C(=O)N(N=C\1C)C1NC(CS1)-C1CCCCC1
BAMAQUIMAST,BAMAQUIMAST,CHEMBL2105906,BRD:BRD-K00003411-001-01-9,rep_single_dose,PROTON PUMP INHIBITOR,,,,,,Small molecule,Unknown,HNQSZPBGDAJIJO-UHFFFAOYSA-N,CCCN1C(=O)C(CCCOC(=O)NC)NC2CCCCC21
BAMBUTEROL,BAMBUTEROL,CHEMBL521589,BRD:BRD-A17462676-003-11-6;BRD:BRD-BRD-A17462676-003-11-6,rep_primary;rep_single_dose,ADRENERGIC RECEPTOR AGONIST,ADRB2;BCHE,ASTHMA,,LAUNCHED,,Small molecule,Phase 3,ANZXOIAKUNOVQU-UHFFFAOYSA-N,CN(C)C(=O)OC1CC(OC(=O)N(C)C)CC(C(O)CNC(C)(C)C)C1;CN(C)C(=O)OC1CC(OC(=O)N(C)C)CC(C1)C(O)CNC(C)(C)C
BAN-ORL-24,BAN-ORL-24,,BRD:BRD-BRD-K47049295-300-01-5;BRD:BRD-K47049295-300-01-5,rep_multi_dose;rep_primary;rep_single_dose,NOCICEPTIN/ORPHANIN FQ RECEPTOR ANTAGONIST,OPRL1,,,PRECLINICAL,,,NA,,O=C(NCCCN1CCC2(CC1)OCC1CCCCC21)[C@H]1CCCN1CC1CCCCC1
BANOXANTRONE,BANOXANTRONE,CHEMBL117391,BRD:BRD-K00003159-300-01-9,rep_single_dose,TOPOISOMERASE INHIBITOR,TOP2A,,,,,Small molecule,Unknown,YZBAXVICWUUHGG-UHFFFAOYSA-N,C[N+](C)([O-])CCNC1CCC(NCC[N+](C)(C)[O-])C2C1C(=O)C1C(O)CCC(O)C1C2=O
